"","V1","V2","V3","V4","V5","time"
"1",4.80962070123595,4.53892892893483,5.52931667453191,5.13103256670315,5.2311010626994,0.1
"2",4.15167153193766,5.82523990426413,5.30546044765262,5.38148804509051,5.89906642017313,0.2
"3",5.64428079770459,5.54785498701189,6.18049279453268,5.15289106844174,5.07862141310799,0.3
"4",5.84184400773711,6.55293165508685,5.50774388950611,5.40666115173879,5.50761768406101,0.4
"5",5.00519759360395,5.06816848801988,6.29899395948557,5.79325049563196,4.75230130551144,0.5
"6",5.91003964450551,5.73787038224875,6.51616744342318,5.99839424465421,6.42840892423452,0.6
"7",5.37902284429514,6.06728437066821,6.00914434549376,5.59170714475231,4.90929840441408,0.7
"8",6.9008328023818,5.55061907003175,5.98545528746516,6.5902234207398,5.93046206105248,0.8
"9",6.84792242076176,5.74691784158158,7.15769019216752,7.81550176582175,5.13992907471896,0.9
"10",5.98878701865126,5.24341257095807,5.8993187801899,7.04344150318101,5.53987146831703,1
"11",6.85206343713841,7.13106075747954,7.0292040727505,7.37058723594796,5.44735643154398,1.1
"12",6.37552798999118,6.74232162172096,6.50347787464671,6.85167750082723,6.03587659081986,1.2
"13",6.37227632336256,6.71927904358018,6.60016223186295,7.33889568433624,6.42467322994557,1.3
"14",6.28715817587329,6.23194654007153,6.44653158816977,6.99246702037182,5.19067292122021,1.4
"15",6.41953181098815,6.56171543444204,6.8787990764414,7.16379293324191,5.35771837241311,1.5
"16",7.28642562145501,6.90405575389377,6.78048161561036,8.34426452545932,6.5179678506131,1.6
"17",7.78313074510658,6.7610188588645,7.68868947061132,6.27506459808302,5.82642572119077,1.7
"18",6.32821547338616,6.44855211226201,7.79561657530659,7.54696999546643,6.4920495045943,1.8
"19",6.94838923006835,6.42444955699818,8.25124941669921,7.76437016445244,4.69202506631132,1.9
"20",8.0419757136489,6.27901521449502,7.61861467704592,9.42966011234791,6.41192933392258,2
"21",8.17631669498523,7.35128255073712,8.06628974018775,7.78815680313543,5.63434759788371,2.1
"22",7.45652210021126,7.60351588914504,9.17414137130786,8.56378640897662,5.67846321101235,2.2
"23",8.38538029260306,7.58621807482194,9.49757848818181,8.63983667029296,5.88541912823385,2.3
"24",8.19726611040202,7.54249639059727,8.65562855887523,8.39934212980496,6.78851956415792,2.4
"25",8.22391396406692,6.77677170534336,8.80786223642975,8.76120444616209,5.33151393912017,2.5
"26",7.14951534965064,8.15568820294583,9.86698699688429,8.72158075446273,6.0700627548431,2.6
"27",7.74617977342108,6.18484274174587,9.33479157116498,8.78913147292397,6.84784103585557,2.7
"28",7.31137953747239,7.37182210946665,8.53868168807847,9.28377582083145,6.3025249673967,2.8
"29",8.05458512036965,7.46776434420348,9.48638351009259,9.81647524671363,7.80561103149333,2.9
"30",7.9620957270086,7.71780947439035,9.51778310957733,9.74628348397678,6.21342048094093,3
"31",7.85174629751173,7.52248216338904,9.62084764675348,10.1304727963537,6.25368080150718,3.1
"32",8.25758843948845,7.30742981521969,10.2269729461728,9.76494644098701,6.22185384534336,3.2
"33",8.28695621203963,8.09778110805201,10.0656496348133,10.0401507161198,6.47705749432549,3.3
"34",8.46018168882767,7.94525864790458,9.59721002233689,10.4685159488255,6.26639055036822,3.4
"35",7.9649920870191,7.33262528067462,10.67682608307,9.55857133773756,5.99586692167798,3.5
"36",7.48026462178971,7.82744100680266,10.2246573434828,11.201209001006,6.61412218832961,3.6
"37",7.96745447349275,8.05329569368774,10.5095548767702,9.79340236634155,5.74729511556565,3.7
"38",8.32228119993864,7.82432744115418,10.0479865507188,10.0164666329811,6.82324746529273,3.8
"39",8.11457475309632,6.98102360468075,10.1861460511354,10.1814675052699,6.49927836549091,3.9
"40",8.3155699680965,8.3112327698843,10.5761265885395,9.56730510330957,7.0529020907705,4
"41",9.02554318462265,8.37103922706516,10.3882788778922,10.8853614364895,7.1709956047338,4.1
"42",7.98175814183728,8.0619189096545,10.8331461475813,10.3331920484327,6.44083899284407,4.2
"43",8.52275898509391,7.43515331917904,10.7621019963037,10.8199263257316,7.19540079246622,4.3
"44",7.56550545910952,7.83052029005797,11.1076737542282,11.4385662069591,6.94921525355648,4.4
"45",7.97922772007193,7.04937913116559,11.3031935105819,11.2241958319089,7.28752069923283,4.5
"46",8.09341832336592,7.32762854028652,10.8728332244318,11.1384087362423,7.29596762288714,4.6
"47",7.6778359414128,7.55887110386515,11.5376728463143,10.0527841746196,7.04462036415559,4.7
"48",8.65630587184139,8.47581049725937,10.6378583603584,11.1046608632492,6.9548991645279,4.8
"49",8.53813633919649,7.87814098691211,11.1173022029883,11.3686276753192,6.7432639766309,4.9
"50",8.02666589972115,7.42760433275369,10.7609352460218,11.6249663287833,6.52760559191322,5
"51",7.81823390656573,7.74670635164193,11.3045550128889,10.8835465911413,7.19292131916565,5.1
"52",8.65713624581162,8.33284586278951,10.1953085632681,12.0087375264693,7.23232323148761,5.2
"53",7.36999283691494,7.35539086549026,11.4500139048887,11.8525536785342,7.34788781223454,5.3
"54",8.38956961168062,8.14657437320594,10.9641871330593,10.9923694472645,6.70940491025971,5.4
"55",8.62139368707372,8.73808972949597,12.0862546148158,12.2773080670982,7.69347430305131,5.5
"56",8.66993732202511,8.55740060636717,11.0855117887372,11.7579908215306,6.64142326164445,5.6
"57",8.14410097330152,7.77398376142899,10.1158675449871,12.2304255483763,6.88554457970144,5.7
"58",8.48246212265986,8.60417676155851,10.2044306134927,11.8863209707988,6.48963633111318,5.8
"59",8.61202552527287,7.96014112566432,11.1797625990847,12.1834709705171,7.06517281462989,5.9
"60",8.59672070425783,7.77936252910029,11.0082312817831,11.3703339239789,6.60601190548699,6
"61",8.32154012464409,8.03334934476949,11.0882387768046,12.1388299773187,7.80726466047822,6.1
"62",9.26897001724327,8.28298847393799,11.3002987125058,11.8169301654692,7.44726809822745,6.2
"63",9.25104990610243,8.28072405745587,11.1827757872044,11.7678313527172,6.81833786789593,6.3
"64",7.93915105732231,7.9049796061496,11.2754720176847,11.3379931469822,6.68085975587479,6.4
"65",7.74921665821731,8.40000391607715,11.3869829458852,11.9506955629711,7.37692286716466,6.5
"66",9.81429236539319,8.45345920526224,10.7456587158034,12.0360535401625,7.09607957061259,6.6
"67",9.01725443843297,8.47896753723532,11.5549898960534,11.4302412994137,7.50162744729454,6.7
"68",8.63065596793627,7.28556653613864,10.6782029008,11.4746213448646,6.2912510707176,6.8
"69",8.65226511236515,8.32989544746972,10.8931052258787,11.9032842857987,7.97199644380432,6.9
"70",8.05561866368316,7.82828154778922,11.4106095504455,11.910689249317,8.17876690687802,7
"71",8.5429319811031,8.05664549533432,11.6694081571615,11.5111739716683,7.54675744460489,7.1
"72",8.99845910512882,7.55602986032684,11.4833773548668,11.7952921768969,6.7023937745336,7.2
"73",7.62717169110183,7.93267147980384,11.4169550620978,12.3201130720886,7.0081880713999,7.3
"74",8.15541054806659,7.92712622430082,11.8072107462788,12.2598914656394,7.7324929189011,7.4
"75",8.31890292191874,8.16771179772036,11.5489000583459,12.6007862618443,7.0161695708175,7.5
"76",8.65218222484624,7.30986778018334,11.8465116901272,12.23717229448,6.81376319651665,7.6
"77",8.07705563599713,8.68205407798019,11.6790186586251,12.7568465591181,6.83258093836835,7.7
"78",8.36113906144628,7.76338678590322,11.773103024353,12.6029236450397,7.31603021939884,7.8
"79",8.38056592673496,8.70622006819708,10.577545104934,12.4083667342979,6.96408658936318,7.9
"80",8.77520094717751,8.39808257934845,11.66325815825,11.6800894327458,6.90234902803289,8
"81",7.92730508700833,7.60140626997619,11.4329134606728,11.4688981522868,7.63704115625514,8.1
"82",8.14363791678825,7.99229672037498,11.5691018635645,12.4397030253696,7.76208749802698,8.2
"83",8.77389201697884,7.58584365774469,12.0965781884568,12.5196924736694,6.30545737652276,8.3
"84",8.49444930944803,8.21772348333822,11.9502051678793,12.4428313963752,6.62616841820762,8.4
"85",8.48051867501104,7.91425895216917,11.8956496913433,13.0609554823632,6.9789517090803,8.5
"86",8.53136859233387,8.11538222265314,11.1300723320911,12.3946365905287,7.19338734203165,8.6
"87",8.56172698433456,8.59758754997561,12.1919458699214,11.2994921267719,6.17320134551537,8.7
"88",9.15262267710616,8.64186387754426,12.0760435519691,12.1790952253387,7.57461424758766,8.8
"89",9.49807108960243,8.03633814627796,12.9609111208781,12.7026449465411,7.56611273656729,8.9
"90",8.64514660339541,9.3625108630023,12.1593929571908,12.2968629092532,6.54448257620484,9
"91",9.3359762035355,9.30740833042117,11.7351401416375,12.4055852517824,7.34237611330786,9.1
"92",8.97039970892439,8.15905171736426,10.4721415072511,12.231628548702,7.36377334803511,9.2
"93",8.48801851768561,8.41722071445421,12.2275094861271,12.247725008072,7.59770475374227,9.3
"94",8.37135368762351,7.79575783462867,11.2022825484044,12.1088748400713,6.89804734468472,9.4
"95",9.01658233112898,8.43114209007625,11.9673529946384,12.9943417840834,7.0260681773688,9.5
"96",8.7288858450467,7.73695525553979,11.3825469067714,12.7450045419585,7.47949474312601,9.6
"97",8.00233423083014,8.67732493736608,11.8827538834103,12.7063339362035,7.45274829040252,9.7
"98",9.08927131870051,8.08568758872639,11.2285560457081,12.0797799994667,7.80462430320463,9.8
"99",8.68675184391782,7.51182405728497,11.0357411173982,12.2414800266088,6.51796395705999,9.9
"100",7.29676305520352,8.92130658578884,11.7122044907132,12.2448729482532,6.52975346305023,10
